Item Identifier,Item Fat Content,Item Type,Outlet Identifier,Outlet Size,Outlet Location Type,Outlet Type,Outlet Establishment Year,Item Weight,Item Visibility,Item MRP,Item Outlet Sales
FDN60,Low Fat,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.094697274,158.4604,4278.4308
FDN58,Regular,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.056596985,230.9984,9267.936
FDO01,Regular,Breakfast,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.020618324,129.3994,2055.9904
FDY49,Regular,Canned,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.011953902,164.5184,2807.0128
FDN39,Regular,Meat,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.065203103,166.0816,5033.448
FDJ56,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.182514881,98.77,2696.49
FDZ07,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0,60.2194,1733.7432
FDX31,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.014753811,231.7958,5375.0034
FDR43,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.160707489,38.019,1318.284
FDP22,Regular,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0,52.6666,717.7324
NCK31,Low Fat,Others,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.026916794,50.9666,717.7324
FDU45,Regular,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.035334201,115.3518,2277.036
DRP35,Low Fat,Hard Drinks,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.090427268,126.2336,3195.84
NCO54,Low Fat,Household,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.014205168,56.7614,2486.763
FDS26,Low Fat,Dairy,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.089035961,260.5594,9158.079
DRB48,Regular,Soft Drinks,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.024733134,40.2822,1296.3126
FDU56,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0,184.7266,8114.7704
FDN48,Low Fat,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.064636203,90.0804,2113.2492
FDO11,Regular,Breads,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.030118338,248.8092,3486.1288
FDR56,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.100277876,196.8768,7094.7648
FDE53,LF,Frozen Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.026749991,106.928,2876.256
FDZ47,Regular,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.078912473,99.9042,3273.7386
NCJ54,Low Fat,Household,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.059776237,231.7642,5344.3766
FDO19,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.016516275,47.4034,2187.153
FDV37,Regular,Canned,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.083109455,195.8426,5734.5354
NCQ43,Low Fat,Others,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.110762642,108.5912,1637.868
FDZ22,Low Fat,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.045050674,84.925,1747.725
FDO44,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.087029712,109.2228,3205.1612
FDL46,Low Fat,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.053795154,117.7466,1414.1592
FDC11,LF,Starchy Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.141106202,87.9172,3836.3396
FDX09,Low Fat,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.064933297,174.837,4763.799
DRI37,Low Fat,Soft Drinks,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.107076832,58.7904,1288.9888
FDT32,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.065316099,189.9214,5087.3778
FDC46,Low Fat,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.115978122,183.4266,7192.6374
FDA34,Low Fat,Starchy Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.014788594,174.408,7443.644
FDO51,Regular,Meat,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.041779181,43.4112,1107.8912
FDS10,Low Fat,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.0350152,182.0318,5954.2494
FDX33,Regular,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.116915909,159.4578,4974.1918
FDC33,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.068604503,197.3768,7488.9184
NCV54,Low Fat,Household,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.03294861,116.8124,2488.7604
DRH25,Low Fat,Soft Drinks,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.014522363,50.2324,1298.31
FDA03,Regular,Dairy,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.045243613,146.8102,3499.4448
FDO52,Regular,Frozen Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.076790922,172.1106,2566.659
FDP13,Regular,Canned,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.133673087,41.548,918.804
FDV02,Low Fat,Dairy,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.060252433,170.7106,3079.9908
FDE38,Low Fat,Canned,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.044391149,164.3842,4476.1734
FDV56,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.013529884,106.2596,1402.1748
FDC04,Low Fat,Dairy,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.044767801,241.8854,4592.0226
FDW01,Low Fat,Canned,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.063750302,153.4682,2287.023
FDC10,Regular,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.07252476,120.3098,1687.1372
FDG24,Low Fat,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.014560297,81.425,1331.6
FDO04,Low Fat,Frozen Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.026408698,53.2614,607.8754
FDS33,Regular,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.122830885,86.9514,3364.9532
NCJ29,Low Fat,Health and Hygiene,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.035022503,85.1224,2045.3376
FDZ01,Regular,Canned,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.009014978,102.699,3095.97
FDO36,Low Fat,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.07753654,180.866,3235.788
FDN12,LF,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.08071118,113.1544,3355.632
FDL24,Regular,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.024776026,172.3422,7759.899
FDR58,Low Fat,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.041718456,94.5462,2868.9322
FDQ15,Regular,Meat,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.150341867,83.1276,1868.2348
FDH40,Regular,Frozen Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.078547351,79.3276,1380.8692
NCK17,Low Fat,Health and Hygiene,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.037711338,41.548,1358.232
FDD36,Low Fat,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.021170542,117.6124,2251.7356
NCM19,Low Fat,Others,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.047008497,112.0202,5063.409
FDV01,Regular,Canned,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0,154.6314,6515.5188
FDJ40,Regular,Frozen Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.049349121,108.6912,3057.3536
FDU44,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.058142797,162.1552,3086.6488
FDJ45,Low Fat,Seafood,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.073055148,33.7216,1280.9992
FDQ08,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.018838681,62.9536,2266.3832
DRE12,Low Fat,Soft Drinks,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.0704378,112.886,2942.836
NCO17,Low Fat,Health and Hygiene,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.073024401,121.844,3115.944
FDZ08,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.109459733,84.1592,1320.9472
FDN52,Regular,Frozen Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.13093275,86.9198,1569.9564
FDV57,Regular,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.065577449,181.766,7370.406
FDS35,LF,Breads,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.110681931,63.2826,1033.3216
FDI41,Regular,Frozen Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.061955439,145.1418,4561.3958
FDN21,LF,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.076483451,163.1236,2416.854
FDX59,Low Fat,Breads,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.0514111,33.0558,984.7182
NCK54,Low Fat,Household,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.029380407,114.715,1864.24
FDA45,Low Fat,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.154627247,177.637,5469.547
FDP48,Regular,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.043810028,181.395,6042.135
FDM36,Regular,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.058446424,172.1422,5518.1504
FDS44,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.15528831,241.7538,9133.4444
NCP06,Low Fat,Household,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.039055756,152.3366,2115.9124
FDE33,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.049395242,80.3644,1885.5456
FDU14,Low Fat,Dairy,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.034584356,248.375,10236.675
FDS03,Low Fat,Meat,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.079243005,65.8826,1614.565
FDZ25,Regular,Canned,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.02748331,169.379,5602.707
FDE50,Regular,Canned,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.01612717,189.3556,2253.0672
NCG43,Low Fat,Household,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.073879939,94.0462,1850.924
FDR23,Low Fat,Breads,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.08139146,177.837,6351.732
FDS52,Low Fat,Frozen Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.005448005,102.1016,3542.056
DRF23,Low Fat,Hard Drinks,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.122058364,172.8396,7152.0236
FDW08,LF,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.147663025,106.028,1810.976
FDC35,Low Fat,Starchy Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.122242847,207.5638,4555.4036
DRC36,Regular,Soft Drinks,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.044767032,173.7054,5778.4782
FDZ38,Low Fat,Dairy,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.007962273,174.0422,5173.266
NCB43,Low Fat,Household,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.099428487,187.8898,7296.5022
FDK10,Regular,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.04016342,181.166,3415.554
FDD20,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.020614212,126.4046,5353.6978
NCM54,Low Fat,Household,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.050692386,125.6678,4832.3764
FDI44,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.099747488,75.2328,1544.656
FDB21,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0,242.9854,6767.1912
NCM05,Low Fat,Health and Hygiene,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.059557164,263.7226,6872.3876
FDT46,Low Fat,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.030657949,50.5008,1012.016
FDM21,Low Fat,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.064052392,256.1646,7472.2734
FDH26,Regular,Canned,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.034531702,142.2496,2399.5432
FDN04,Regular,Frozen Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.01401884,178.1344,3747.1224
FDY36,Low Fat,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.009364957,74.238,1171.808
FDF21,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.058542509,188.353,4364.319
FDO34,Low Fat,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.029793955,167.2816,5704.5744
FDH57,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.035574413,131.4284,5404.9644
FDG46,Regular,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.032750291,112.1518,5351.0346
FDW45,Low Fat,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.038822077,147.7418,1618.5598
FDA51,Regular,Dairy,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.163882129,113.2518,3415.554
NCW29,Low Fat,Health and Hygiene,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.028723187,131.831,3635.268
DRF03,Low Fat,Dairy,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.045088724,39.7138,1096.5726
NCO41,Low Fat,Health and Hygiene,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.018757586,96.9384,2167.8448
FDY56,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.062109174,223.7062,4965.5364
NCR41,Low Fat,Health and Hygiene,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.017936715,93.7094,4189.2136
FDR48,Low Fat,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.130867413,150.8024,4402.2696
FDW37,Low Fat,Canned,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.123449671,89.7488,1901.5248
NCQ41,Low Fat,Health and Hygiene,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.019386057,194.5794,3511.4292
FDU20,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.021353642,122.1098,3374.2744
FDR32,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.085392428,226.7694,6165.9738
FDG31,Low Fat,Meat,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.037712875,64.4826,2518.7214
FDI19,Low Fat,Meat,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.052085615,242.8512,5816.4288
FDQ56,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.105085956,82.3908,3691.1952
DRM37,LF,Soft Drinks,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.095931002,198.5768,6897.688
NCZ17,Low Fat,Health and Hygiene,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.079046992,39.8506,1480.0734
FDA04,Regular,Frozen Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.066406853,259.7962,5697.9164
DRG49,Low Fat,Soft Drinks,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.067128641,242.8486,3420.8804
FDR51,Regular,Meat,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.172629683,148.4708,3761.77
FDP23,Low Fat,Breads,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.035414528,218.2166,3701.1822
FDZ20,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0,253.0356,11445.102
FDY33,Regular,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.096730427,159.0262,5887.6694
FDZ50,Regular,Dairy,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0,184.2608,6064.1064
DRH51,Low Fat,Dairy,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0,89.1856,2109.2544
FDN20,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.026055106,169.5474,4211.185
FDK15,Low Fat,Meat,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.097937252,98.9042,4960.21
NCB31,Low Fat,Household,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.118099673,262.891,5522.811
FDR46,Low Fat,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.138742518,147.476,3368.948
FDW55,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.021863506,247.0092,5478.2024
NCT29,Low Fat,Health and Hygiene,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.063800266,123.0414,4629.9732
NCM18,Low Fat,Household,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.082440705,61.3194,2043.3402
FDP24,Low Fat,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.082602127,120.9756,3877.6192
FDE16,Low Fat,Frozen Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.026216144,207.5954,6668.6528
FDT22,Low Fat,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.111554381,59.822,1677.816
FDF16,Low Fat,Frozen Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.085715273,146.6076,1773.6912
FDD52,Regular,Dairy,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.182407266,109.157,1867.569
FDH32,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.075691713,98.241,2220.443
FDD50,Low Fat,Canned,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.14095631,167.7132,3889.6036
FDW20,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.024032484,124.973,2463.46
FDT55,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.043443753,158.1946,6942.9624
FDG29,Low Fat,Frozen Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.056019324,40.0454,419.454
FDA16,Low Fat,Frozen Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.033777629,222.8456,7073.4592
FDZ40,Low Fat,Frozen Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.039988162,55.7298,1024.6662
NCM17,Low Fat,Health and Hygiene,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.070791391,46.4086,2007.387
FDL12,Regular,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.121043709,59.422,1078.596
FDW11,Low Fat,Breads,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.048545853,60.1194,1114.5492
FDB57,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.01871404,223.4772,7116.0704
FDI46,Low Fat,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.073985248,252.5724,3271.7412
FDP25,Low Fat,Canned,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.02110482,217.0824,6769.8544
NCY05,Low Fat,Health and Hygiene,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.054723717,36.6874,1058.622
FDI57,Low Fat,Seafood,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.053764023,195.7768,3547.3824
DRL11,low fat,Hard Drinks,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.04778563,156.5946,3787.0704
FDL38,Regular,Canned,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.014661762,89.1172,2319.6472
FDZ33,Low Fat,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.106876976,146.7076,3842.9976
FDW56,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.070556945,191.2162,7504.2318
FDW36,LF,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.056656942,106.2622,2328.9684
NCL05,Low Fat,Health and Hygiene,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.047665717,42.177,1255.033
NCZ54,Low Fat,Household,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.082955719,164.0552,5523.4768
FDD29,Low Fat,Frozen Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.018321361,255.3698,4819.7262
FDJ10,Regular,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.128876537,139.1838,4916.933
FDK57,Low Fat,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.079904068,120.044,4434.228
FDL39,Regular,Dairy,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.06302467,181.6318,1263.0226
FDK08,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.121712459,101.2016,2631.2416
FDW27,Regular,Meat,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.150122794,154.5314,1396.1826
FDW49,Low Fat,Canned,OUT027,Medium,Tier 3,Supermarket Type3,1985,0,0.082152451,179.9002,4119.3046
